Country Name,Country Code,Indicator Name,Indicator Code
Honduras,HND,Voice and Accountability: Estimate,VA.EST
Hungary,HUN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS
Hungary,HUN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Hungary,HUN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Hungary,HUN,Agricultural land (% of land area),AG.LND.AGRI.ZS
Hungary,HUN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Hungary,HUN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Hungary,HUN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Hungary,HUN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Hungary,HUN,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Hungary,HUN,Control of Corruption: Estimate,CC.EST
Hungary,HUN,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Hungary,HUN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Hungary,HUN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Hungary,HUN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Hungary,HUN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Hungary,HUN,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Hungary,HUN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Hungary,HUN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS
Hungary,HUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Hungary,HUN,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Hungary,HUN,Gini index (World Bank estimate),SI.POV.GINI
Hungary,HUN,Government Effectiveness: Estimate,GE.EST
Hungary,HUN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Hungary,HUN,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Hungary,HUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Hungary,HUN,Income share held by lowest 20%,SI.DST.FRST.20
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS
Hungary,HUN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Hungary,HUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Hungary,HUN,"Mammal species, threatened",EN.MAM.THRD.NO
Hungary,HUN,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Hungary,HUN,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Hungary,HUN,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Hungary,HUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Hungary,HUN,Net migration,SM.POP.NETM
Hungary,HUN,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Hungary,HUN,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Hungary,HUN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Hungary,HUN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Hungary,HUN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST
Hungary,HUN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Hungary,HUN,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Hungary,HUN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Hungary,HUN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Hungary,HUN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST
Hungary,HUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Hungary,HUN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Hungary,HUN,Rule of Law: Estimate,RL.EST
Hungary,HUN,"School enrollment, primary (% gross)",SE.PRM.ENRR
Hungary,HUN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Hungary,HUN,Scientific and technical journal articles,IP.JRN.ARTC.SC
Hungary,HUN,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Hungary,HUN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Hungary,HUN,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Hungary,HUN,Voice and Accountability: Estimate,VA.EST
Iceland,ISL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS
Iceland,ISL,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Iceland,ISL,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Iceland,ISL,Agricultural land (% of land area),AG.LND.AGRI.ZS
Iceland,ISL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Iceland,ISL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Iceland,ISL,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Iceland,ISL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Iceland,ISL,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Iceland,ISL,Control of Corruption: Estimate,CC.EST
Iceland,ISL,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Iceland,ISL,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Iceland,ISL,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Iceland,ISL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Iceland,ISL,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Iceland,ISL,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Iceland,ISL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Iceland,ISL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Iceland,ISL,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS
Iceland,ISL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Iceland,ISL,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Iceland,ISL,Gini index (World Bank estimate),SI.POV.GINI
Iceland,ISL,Government Effectiveness: Estimate,GE.EST
Iceland,ISL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Iceland,ISL,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Iceland,ISL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Iceland,ISL,Income share held by lowest 20%,SI.DST.FRST.20
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS
Iceland,ISL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Iceland,ISL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Iceland,ISL,"Mammal species, threatened",EN.MAM.THRD.NO
Iceland,ISL,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Iceland,ISL,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Iceland,ISL,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Iceland,ISL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Iceland,ISL,Net migration,SM.POP.NETM
Iceland,ISL,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Iceland,ISL,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Iceland,ISL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Iceland,ISL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Iceland,ISL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Iceland,ISL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST
Iceland,ISL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Iceland,ISL,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Iceland,ISL,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Iceland,ISL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Iceland,ISL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Iceland,ISL,Regulatory Quality: Estimate,RQ.EST
Iceland,ISL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Iceland,ISL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Iceland,ISL,Rule of Law: Estimate,RL.EST
Iceland,ISL,"School enrollment, primary (% gross)",SE.PRM.ENRR
Iceland,ISL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Iceland,ISL,Scientific and technical journal articles,IP.JRN.ARTC.SC
Iceland,ISL,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Iceland,ISL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Iceland,ISL,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Iceland,ISL,Voice and Accountability: Estimate,VA.EST
India,IND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS
India,IND,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
India,IND,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS
India,IND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
India,IND,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
India,IND,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
India,IND,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
India,IND,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
India,IND,Control of Corruption: Estimate,CC.EST
India,IND,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
India,IND,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
India,IND,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
India,IND,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
India,IND,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
India,IND,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
India,IND,Forest area (% of land area),AG.LND.FRST.ZS
India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
India,IND,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
India,IND,Gini index (World Bank estimate),SI.POV.GINI
India,IND,Government Effectiveness: Estimate,GE.EST
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
India,IND,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
India,IND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
India,IND,Income share held by lowest 20%,SI.DST.FRST.20
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS
India,IND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
India,IND,"Mammal species, threatened",EN.MAM.THRD.NO
India,IND,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
India,IND,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
India,IND,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
India,IND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
India,IND,Net migration,SM.POP.NETM
India,IND,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
India,IND,"Patent applications, residents",IP.PAT.RESD
India,IND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
India,IND,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
India,IND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
India,IND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
India,IND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
India,IND,Population density (people per sq. km of land area),EN.POP.DNST
India,IND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
India,IND,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
India,IND,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
India,IND,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
India,IND,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
India,IND,Regulatory Quality: Estimate,RQ.EST
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
India,IND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
India,IND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
India,IND,Rule of Law: Estimate,RL.EST
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR
India,IND,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
India,IND,Scientific and technical journal articles,IP.JRN.ARTC.SC
India,IND,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
India,IND,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
India,IND,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
India,IND,Voice and Accountability: Estimate,VA.EST
Indonesia,IDN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS
Indonesia,IDN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Indonesia,IDN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS
Indonesia,IDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Indonesia,IDN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Indonesia,IDN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Indonesia,IDN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Indonesia,IDN,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Indonesia,IDN,Control of Corruption: Estimate,CC.EST
Indonesia,IDN,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Indonesia,IDN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Indonesia,IDN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Indonesia,IDN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Indonesia,IDN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Indonesia,IDN,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Indonesia,IDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Indonesia,IDN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS
Indonesia,IDN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Indonesia,IDN,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Indonesia,IDN,Gini index (World Bank estimate),SI.POV.GINI
Indonesia,IDN,Government Effectiveness: Estimate,GE.EST
Indonesia,IDN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Indonesia,IDN,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Indonesia,IDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Indonesia,IDN,Income share held by lowest 20%,SI.DST.FRST.20
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Indonesia,IDN,"Mammal species, threatened",EN.MAM.THRD.NO
Indonesia,IDN,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Indonesia,IDN,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Indonesia,IDN,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Indonesia,IDN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Indonesia,IDN,Net migration,SM.POP.NETM
Indonesia,IDN,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Indonesia,IDN,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Indonesia,IDN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Indonesia,IDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Indonesia,IDN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST
Indonesia,IDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Indonesia,IDN,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Indonesia,IDN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Indonesia,IDN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Indonesia,IDN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Indonesia,IDN,Regulatory Quality: Estimate,RQ.EST
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Indonesia,IDN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Indonesia,IDN,Rule of Law: Estimate,RL.EST
Indonesia,IDN,"School enrollment, primary (% gross)",SE.PRM.ENRR
Indonesia,IDN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Indonesia,IDN,Scientific and technical journal articles,IP.JRN.ARTC.SC
Indonesia,IDN,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Indonesia,IDN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Indonesia,IDN,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Indonesia,IDN,Voice and Accountability: Estimate,VA.EST
"Iran, Islamic Rep.",IRN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS
"Iran, Islamic Rep.",IRN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
"Iran, Islamic Rep.",IRN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
"Iran, Islamic Rep.",IRN,Agricultural land (% of land area),AG.LND.AGRI.ZS
"Iran, Islamic Rep.",IRN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
"Iran, Islamic Rep.",IRN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
"Iran, Islamic Rep.",IRN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
"Iran, Islamic Rep.",IRN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
"Iran, Islamic Rep.",IRN,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
"Iran, Islamic Rep.",IRN,Control of Corruption: Estimate,CC.EST
"Iran, Islamic Rep.",IRN,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
"Iran, Islamic Rep.",IRN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
"Iran, Islamic Rep.",IRN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
"Iran, Islamic Rep.",IRN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
"Iran, Islamic Rep.",IRN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
"Iran, Islamic Rep.",IRN,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
"Iran, Islamic Rep.",IRN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
"Iran, Islamic Rep.",IRN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
"Iran, Islamic Rep.",IRN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS
"Iran, Islamic Rep.",IRN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
"Iran, Islamic Rep.",IRN,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
"Iran, Islamic Rep.",IRN,Gini index (World Bank estimate),SI.POV.GINI
"Iran, Islamic Rep.",IRN,Government Effectiveness: Estimate,GE.EST
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
"Iran, Islamic Rep.",IRN,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
"Iran, Islamic Rep.",IRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
"Iran, Islamic Rep.",IRN,Income share held by lowest 20%,SI.DST.FRST.20
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS
"Iran, Islamic Rep.",IRN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
"Iran, Islamic Rep.",IRN,"Mammal species, threatened",EN.MAM.THRD.NO
"Iran, Islamic Rep.",IRN,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
"Iran, Islamic Rep.",IRN,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
"Iran, Islamic Rep.",IRN,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
"Iran, Islamic Rep.",IRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
"Iran, Islamic Rep.",IRN,Net migration,SM.POP.NETM
"Iran, Islamic Rep.",IRN,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
"Iran, Islamic Rep.",IRN,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
"Iran, Islamic Rep.",IRN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
"Iran, Islamic Rep.",IRN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
"Iran, Islamic Rep.",IRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
"Iran, Islamic Rep.",IRN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
"Iran, Islamic Rep.",IRN,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
"Iran, Islamic Rep.",IRN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
